komentar,rating
Saya akan berhenti bermain pubg soalnya semakin terbaru semakin buruk dalam sistemnya update baru ini membuat saya bertanya apakah update yang sebelumnya akan menjadi sampah/tidak berguna membuat ram hp penuh,1
"ini dari dulu masalah jaringan gak pernah kelar kelar, suka naik turun gak jelas, padahal kalo main game lain jaringan normal normal aja tolong dong di fix masalah jaringan nya.",1
"Saya sudah bermain pubg ini sejak season 4 di awal rilis, dan belakangan ini saya memang tidak memainkan game ini karena ganti hp dan memang tidak ada waktu untuk bermain game, 3 hari yang lalu saya instal pubg namun ketika mencoba login ke akun fb saya malah tidak bisa, halaman tidak dimuat, login gagal, dll padahal jaringan bagus, tautan mungkin rusak dll, saya sudah mencoba banyak cara namun sejauh ini gagal, mohon untuk ditindak lanjuti...",1
"Pernah ngerasain waktu kill 3 musuh lagi kumpul ,pas knock 3 musuh itu ilang entah kemana ,itu masih knock ya belom rata. Di cari yang kncok itu ngga ada ,step pun juga ngga ada ,padahal itu di aera terbuka tapi di cari tetep ngga ketemu yang knock ,satu pun ngga keliatan dan kill pun belom bertambah. Entah itu karna bug atau apa saya ngga tau. Dan akhir nya kill bertambah ,tapi ngga bisa loot yang tadi abis di kill karna entah ilang kemana.",4
Kenapa si KLO tiap ganti efent pasti leg parah padahal ma biasanya normal.klo masalahnya di device ga mungkin soalnya device saya Masi sangat mampu grafik juga keunlock Ampe extreme+ Tolong perbaiki masalah ini soalnya sangat menggangu,2
"Sekarang semakin jelek, tidak ada lagi kenyamanan untuk bermain game ini, banyak bug, ngeframe fps nya turun naik terus, dn. koneksi tidak pernah stabil.",2
"Game yg sangat membatu di waktu luang kosong, namun sayang banyak player yg mengeksploitasi bug,, harapannya bug-bug tersebut bisa di perbaiki",5
"Tolong lah pubg mobile banyak sekali chit jaringan bug dan lain sebagainya,, main game pun nggak semangat lagi kalo sering terjadi masalah seperti ini, mohon segera di tindak lanjuti buat kenyamanan player lain nya, kasihan lah kami, kami main buat seneng seneng eh malah banyak hal janggal yang sering terjadi,, kamu mohon segera di tindak lanjuti karna kamu butuh kenyamanan bermain",2
ada bug yg sngt menganggu saya ketika bermain yaitu bug peluru senjata yang tidak bisa di buang kalau mau buang nya harus login ulang dulu baru bisa di buang,2
"Aku udah lama main tapi gak ada sekian senjata,mobil,pakayan,dan jga emot 🥹🥹🥹ham tapi seru tuk mainnya walau pun gak ada sekian atau permainan ku jga msih jadul semoga ada peringanan nya dari bonus dan jgaa semoga ada yg mempunyai game ini bisa memperbaharui sekian sekian jadulku jadi baru 👍👍👍harapan terima bonus yg permanen supaya selalu main game ini dengan lebih semangat lagi oke kawn",5
"Sepertinya update yang sekarang memiliki bug, dan kurang menyenangkan berbeda dengan update bertema salju sebelumnya yang lebih menyenangkan. Sekian.",5
"Gamenya seru banget, dan ada nya event ini membuat suasana baru dan cara game plat baru, sehingga mengasah skill sekali. Yah walau agak nge- frame dikit tp tak ngaruh.",5
"Mau di perbaki tak ini apa hal jaringan saat main naik terus sedang perang pun naik terus and saat berjalan pun bug juga and giroscop pun tak normal haduuhh tolong lahc cape dah push rank jauh"" akgirnya turun lagi haduuhh caoe waoi ...kenapa ini macam jaringan naik trs ms nya sampe 600ms lebih aduhhhh parah"" .... Gua unistal je kalau ini macam ...memng 💩💩💩",1
Game apaan ini kebanyakan abdet download udah besar blum lagi pas login update trus udah login update lagi map besar bnget gini aja ini game udah sih makin dikit dah peminatnya klo buat game itu yg bner biar bisa mainin semua kan jdi banyak peminatnya sampah banget ini game,1
"Makin aneh, kok mau login yang dulunya bisa langsung pakai apk pihak ketiga sekarang malah diarahkan ke browser default, berkali-kali login ga bisa",1
"game ini sangat rekomend,yang lagi mencari game battle ground,saya telah main hampir 4 Thun bermain game ini,game yang banyak event map dan tidak itu itu aja,intinya game battle ground ini sangat rekomend👍",5
"Terlalu banyak ngunduh ngunduhnya,, udah masuk ngunduh lagi,,, buat orang2 di luar sana yang pakai hp ram kecil tidak bisa untuk memainkan gemanya,, hanya untuk hp ram2 besar baru bisa main gamenya",1
"Kenapa saya tidak bisa login di akun saya, saya sudah beberapa kali mencobapun tidak ada hasil, lalu saya login ke akun google biar praktis dan mudah, tetapi tidak bisa. Dan bug dimana mana, tolong bereskan ini semua, saya ingin main lagi.",2
"Overall semua nya bagus tapi ada satu kendala, jangan di samakan rank rendah dan rank tinggi saya setiap main mode Rank pasti bertemu orang yang rank nya Qonqueror itu susah bagi saya orang yang baru bermain PUBGM walaupun saya veteran PUBGM tapi sekarang susah sekali bermain geme ini karena sistem server nya yang membuat orang orang yang sudah jago bermain PUBGM masuk ke server yang lebih noob player nya",4
"Coba di pubg ada pitur buat transfer material buat apgred senjata, mungkin gak sayang material yg gk ada senjata upgred nya, gw ada 3 akun pubg tp d akun satunya mlah banyak material, tp senjata up nya gk ada, tolong min adain fitur transper material biar senjata gw bisa di up.!",3
Maaf ini bug atau bukan tapi saat aku mau bermain pubg ini sering terjadi stuck loading tolong segera di perbaiki selebihnya saya tidak menemukan bug lain lagi tapi please tolong di perbaiki ini sangat merepotkan saya,2
Da bertahun2 semu event pake uc tak pernah dapet.. Keluar skin armor n senjata semua harus habis beribu2 UC... Skin royal pass tahun ini jelek semua.. Beda game sejenis pubg lain ga pelit n keren game lain..,1
"Aku mimpi PUBG Collab sama anime terus tampillan PUBG berubah drastis tampilan itu bisa milih game banyak lalu dalam. Mimpi ku ini pubg melayang terbang lurus terus dengan misinya,misinya tuh ancurin batu/air dengan slash skill CD(nyihir). terus kita dapet poin terus Collab sama Harry Potter dan Collab sama anime rimuru/milim gitu di series tensura nah terus misinya tuh agak susah dibilang suruh ancurin batu sambil memakai sapu terbang atau guna terbang gitu coba aja jadi kenyataan keren top iya",3
"Update yg skrng banyak masalah di server , nyari match pun gagal servernya down , sinyal bagus ping masi tinggi , tolong segera di pic masalah seperti ini",3
"Server sering down, belom lagi sinyalnya naik turun, sering frame drop. Untuk kedepannya mohon lebih di perbaiki lagi karena masih terdapat banyak bug",2
"Hay selamat siang semuanya all Saya kasih bintang4 dulu ni soalnya sya baru coba"" memang sih game ini keren dn mantul gaes jadi klo kalian mau main game ini aja gk ngesel kok kalian untuk main game yg sangat kece ini segera download jagn sampai ketinggalan ok👍🏻👌🏻👌🏻 Em game ini enak untuk di mainkan GK ngebosenin tapi kalau sedang di mainkan bisa keluar sendiri itu knp ya ..",5
"Bangkeh ini permainan mengunduh sumber daya saja membutuhkan waktu sangat lama dalam kondisi jaringan normal, apaan ada sumber daya segalah kalau harus tetap kalah, sangat aneh pihak mengembang game PUBG untuk akhir² ini",3
"Abis update sinyal makin buruk,jadi males maen, Tolong dong perbaiki seperti semula. Sebeluum update sinyal baik2 saja. Sekarang setelah update kok jaringannya jadi rusak.",1
Akun saya tidak bisa masuk sudah ajukan banding sudah top up bnyk smpai berjuta2 tpi tidak bisa balik. Saya top up resmi di pubg. Sehari bisa msuk doang aku banding stelah mau aku banding lgi di kasih peringatan tidak bisa aku banding lgi,1
Developer tolong gak waras ini sumpah masa gua udah ada di lobi malah ngeleg terus keluar terus yang waras lah gak ngotak lu gua Abis 3GB kuota gua cuman buat update PUBG Ama donlod data grafiknya doang cape hati yang ada gua benerinnnnnnn cepatt!!!!!!!!!🤬🤬😮‍💨😮‍💨,1
game nya ngga jelas masa pas udah download di suruh download data nunggunya lama lagi ngga kek dulu masuk login tinggal maen kalo sekarang disuruh download data mending dikit ini mah banyak udah selesai download data pas mau maen lagi du suruh lagi gamenya ngga asik,1
"Bug nya tolong di perbaiki kemaren data nya hilang jadi terpaksa download lagi eh sekarang malah hilang lagi padahal ga update sama sekali, jadi tolong di perbaiki🙏",3
Tencent Game kenapa sih susah amat dapat senjata terbaru itu njeeng....Orang orang disana Hoki Dapatin senjata terbaru itu....sedangkan saya gak dapat njeeng...Padahal Saya mengeluarkan 7000UC...Tapi Saya gak dapat dapat senjata terbaru itu dan Dapat nya Zonk semua njiiirrlahh 😡😡,1
Setelah Update versi 3.5.0 frame rate semakin turun. Objek tambah tidak jelas. Tolong di perbaiki grafiknya seperti event kemarin,2
Sejak update frost apalah makin banyak bug bermunculan terutama dsn yg fatal pas akhir zona gk tau knp zona gk jalan tapi tiba2 kena damage ama zonanya dan itu ngerugiin bet pdhl sinyal lancar semoga cepet2 di perbaiki dah,4
Semenjak adanya 120fps yang dibawah 60fps terasa sangat dirugikan Tolong lah jangan mementingkan keuntungan semata yang ingin bermain juga harus dipentingkan Jelas jelas yang punya duit yang berkuasa dibanding kan yang punya skill di kesampingkan,1
"Makin ksni makin parah ,, pas main tiba2 kayak berenti sendiri dan itu sering bangettt ,, kayak kaset CD jadul yg macet persis ,, kadang kluar sendiri hadehhhhh Buat kalian yg blm dwnload mending jangan Astaga makin bener2222 parah tiba2 kayak hang kluar sendiri dan pas lg seru2nua gk bisa kembali masuk aneh pdhl signal full bagus Tancent perbaiki lg ya ,,game makin busuk",1
"Saya sangat suka dengan game ini, menyenangkan banyak tantangannya, dengan skin² yg bagus dri skin baju sampai senjatanya keren abis, minusnya cuma agak mahal sih",5
selalu update stiap hbis season. ini yg membuat malas main. udalah data tidak sedikit. main 1 gb an. ancor laa pubg ni. stiap season update mulu. . tolong donk. mkin gak kuat data dan HP saya. jangan sedikit² update. saya kasik bintang 2,2
Buat tim PUBG untuk update jangan menggunakan data yang terlalu besar sebab bagi yang area susah jaringan mereka akan menunggu lama. Dan memori hp mereka akan terkuras.jadi sebelum game di tinggalkan banyak orang perhatikan itu,5
tolong dong bug nya di perbaiki lagi ..masih sering nge bug suara ..GK bisa open mic...kita open mic teman GK bisa dengar kut ngomong...padahal headsetnya bagus...🤦,3
"Ini adalah game pertama saya yang paling seru dan menantang dari semua game mobile yang pernah saya mainkan, saya harap pubg bisa bertahan dan terus berkembang hingga ke depan nya nanti. Keep strong for developer 💪💪",5
"Setiap ganti akun email recaptcha berulang-ulang,, perangnya sama puzzle captcha, bikin habis baterai,,dan lagi² setiap mw ganti akun slalu perang dengan recaptcha berulang²,, gak ada solusinya sama sekali",1
"Ini permainan gimana sih, habis update enak enak main kluar sendiri, masuk lagi trus macet, tolonglaaaaaaah kepada pihak yang membuat game ini di benahi suka macet sendiri ini permainan, jgn sampai ganti permainan lainya,",1
"Developer pubg mobile plis lah Napa makin ada evend makin berat ini, Blom lagi kalian sudah membuat bot ai' nya makin banyak untuk tiyer tertentu 2 oke lah ini sampe 4 sekali nyerang saya lebih suka cara biasa devlover pubg kita berasa kaya maksa untuk ngejer rank bukan Hedfun lagi. 1 lagi Napa tiap ketemu musuh atau bot karakter susah gerak atau kaya ngelek Pliss aku suka games ini dari dulu udah 2 tahun tapi kok gini sih 🙏🏻🙏🏻🙏🏻🥺🥺🥺😭😭😭❤️❤️❤️Fii͜͡メ Ini nama games saya plisss",5
Saya login pakai fb biasanya langsung masuk ke permainan . Sekarang login pakai fb hanya fb aja yg ke buka .. Masuk ke game nya tidak bisa .. Masalah nya apa ini,4
"Ada bug di saat turun di event.tapi keren banyak pakaian & senjata gratis.next semoga harga uc nya turun, soalnya mahal banget",5
"update baru makin banyak bug, dari mulai bug map posisi kita gaada di map, dan bug gyro yang terbalik",2
"Pemainan nya sih extreme dan cool..akan tetapi kenapa selalu dalam 0,5 detik selalu main bug nya selalu datang.....coba di urus dlu dong....terima kasih pubg,suda selalu setia bersama kami semua...keren....",5
"knp skrng kalau maen di map livik atau erangel biasa,kebanyakan musuhnya full bot,malahan lmyan serung juga ketemu full map livik isinya bot semua,untuk matchmakingnya mohon di perbaiki yah biar seru jdi g lawan bot trus bosen",1
Dari 2018 smpe ini mainnya masih pubg soalnya lebih seru aja kalau bole ivetnya jangan yg memberatkann hp biar rame juga kek dulu skrang ma hp di kisaran 3-4jtan baru mainn pubg enak dan ngfremnya kurang. itu aja sih,5
"Sangat bagus dan baik,tapi setelah saya update event 3.5 kenapa rank saya tidak menurun tetap di rank yang sama ini bug atau apa,selebihnya game ini sudah bagus",4
"Dev, kalo bisa ukuran Resources packnya yang rendah, itu di buat kecil aja ukurannya, jangan sampe 1 GBan gitu, kasihan yang lagi ngehemat kuota😢",2
Saya download data ulang kok penyimpanan masih banyak tapi tidak bisa download data ulang gimana tolong di perbaiki secepat mungkin sebelum event habis,4
"Kebanyakan Download, setiap Update Download setiap turun season Download, login ulang download lagi, grafik download lagi, map Download lagi. Anehnya udh ada fitur pilihan download dan udh disetting tidak download otomatis tetep aja Download lagi, terus aja Download nyet...",2
jadi kesimpulannya tiap update event harus download resource grafik lagi ? Terus resource grafik kan sama yang hanya nambah kan file event grafik kan gak berubah² gitu² aja,3
"Selalu ada bug, size semakin besar, cheater juga masih bebas, pubgm sekarang semakin membosankan. Aturan match terkadang tidak berimbang.",3
Ini cari musuh nya lama matchmaking lama banget kek ngak ada yang main benerin lah aku mau main aja harus aku tunggu Bahkan main sama ai aja lama ini developer gamenya jadi sepi apa gimana,1
"Ok lah ada fitur report bug, tapi apakah DIPERBAIKI BENERAN, tolong lah bang dev udah banyak fitur dari game developer seperti unity dan lain yang bisa ngurangi FPS drop. JANGAN UTAMAKAN SKIN TAPI UTAMAKAN KUALITAS GAME NYA DONG BANG...... ASTGAAA.... masak masalah nya FPS Drop mulu dah. Kalo ada cheater TOLONG DI BLOK DONG, INI PERMASALAHAN SERIUS BANG",1
Setelah sama invinite game ini di buat buat org yg ram hpnya di atas 4.. akk aja ram 8 suka lag dan cepet panas... Kecewa sih... Apa lagi sekarang banyak cheater udd senjata kaya sultan trus tau musuh di mana damage aja GK ngotak... Giliran pemain biasa laporin GK ada tuh yg namanya di band.. padahal jls2 kita juga liatin dia sampai akhir.. ada yg mobilnya GK bisa di pecahin ban nya... Tp giliran pemain yg GK topup kil 8 di tempat di band..... Sungguh kecewa... Akun saya 3 yg di band..,5
Setelah update saya tidak bisa bermain lagi karena server error mulu ngabisin kuota aja. Banyak bug. Saran pada teman yang lain kalo kuota pas pasan jgn fi update,1
"Selalu terganggu dengan nama tempat event yg menghalangi penglihatan saat turun dari pesawat, kalau bisa nama tempat evennya jangan terlalu besar atau di buat agak transpafan aja",4
"Game aneh kenapa sering kali awal main sinyal baik² saja tapi kalau sudah mau zona kecil ketemu musuh pasti langsung ng lag gak jelas, kalau penjelasan kalian juga gak jelas asli gua hujat dan gua hapus game ini",1
"Setiap kali saya bermain kenapa musuhnya sangat kuat?... Padahal saya baru bermain lagi setelah 1 tahun yang lalu saya pensi. Dulu musuhnya tidak sekuat sekarang, mau belajar bermain lagi jadi susah.",4
Pubg. Kenapa susah amat dah naikin level home di level 27 ke atas padahal seru ngebangun tapi susah di level 27 ke atas nya tolong lah agak di permudah sedikit 🙏,2
Game nya bagus banget grafik nya juga bagus memanjakan mata ga kaya game sebelah udh namanya MAX tpi grafik nya kaya mem canda wkwk pokoknya ni game seru banget kalo solo ya,5
"Tolong di perketatkan lagi tentang chter"" ... Atu di otomatiskan gak bisa ditambah aplikasi lain dan konfig dll... Kami rugi sebagi pemain bersih!",5
gatellllllll.....tiap abis di UP selalu gak bisa login jangan suruh periksa jaringan deh... jaringan internet bagus tetep gak bisa login.... kebanyakn even gak jelas...mendingan kayak dulu enak dimainkan...,1
Ini gimana ini kok saya download game dan udah gue download seluruh datanya tapi besoknya disuruh di dwonload lagi berat pula downloadannya ini gimana tolong jangan berat berat yah buat newbie kasihan baru download sudah dihadapkan dengan downloadan besar besarr buat devoleper plis tanggapi secepetnya,1
"Bug nya banyak banget di update ini Gk ngerti lagi dah ma pemegang apk ini, gk jelas kalo gk siap mending gk usah update, nurunin kd aja, masa mau nembak tiba tiba jadi tap-tap, mati lah",1
Update event halloween terbaik saya juga sangat menantikan event winter yg akan datang karena dri semua event di pubg yg paling seru event halloween dan winter..,5
Apalah game rusak di-update seharusnya bener gada bug malah nambah parah bug sinyal ngeleg Mulu tembus tanah bner2 game rusak percuma ku pertahanin ini game selama 4 tahun dipacth sekarang nambah parah,1
"Teruntuk pubg sekalian aja hapus itu bom ama molotov di tier atas gw gk sering gk sengaja pakai bom maupun molotov disaat bersalaman kena teman dan akhirnya gw kena ban , tolong perbaiki sistem nya mana yg feed dan mana yg gk sengaja, bangke",1
"Selalu update kasih bintang 2aja Perlu perbaikan lagi,di setiap bug nya sangat mengecewakan Dan makin kesini makin tidak memuaskan sangat sangat mengecewakan",2
"Game ini bagus banget ada grafik nya ada shader nya.... Tapi ada satu bug yang bikin repot ya itu bug tidak bisa gerakin mobill dan juga ada bug lainnya, seperti bug karakter tidak bisa jalan, dan bom yang tidak bisa meledak, dan mobil terbang sendiri, dan frame drop parah, dan lainnya, mohon di segera di perbaiki ya infinite level. Udah gitu aja terima kasih.😁🙏",4
"sangat berat bug dan lain lain,, saya rasa semakin update semakin sulit karena butuh ponsel yang mempuni dalam bermain.. pastinya player lebih memilih mobile legend tidak terlalu berat utk ponsel yg ram dan sistem yang minim",1
"Kenapa analog selalu nyangkut sih di arahin ke kanan tetap belok kiri, masa awalnya emng belok kiri pas dibanting ke kanan malah jalan kaya bot trus masih ke arah kiri lagi aneh bnget dah njg",1
Sangat seru dan keren the best dah 👍👍👍tapi ada yang kurang tolong tambahin lagi seperti di game battle royale lain ada hujannya biar pengalaman bermain semakin bagus sama tolong dong kembalikan mode zombie seperti dulu lagi please,5
"Assalamualaikum wr wb, untuk game nya udah bagus tapi saya mengalami satu gejala pas mau bermain pada saat gameplay nya 65% gamenya lama masuk trus tiba""keluar bukan cuma sekali tapi keseringan ,untuk gamenya tolong diperbaikin lagi min",5
"Buat yg sering bug atau sering keluar dari apk ini, minimal pakai hp ram 6, ram 4 udah mulai ga karuan buat maen game ini pasti lag dan sering keluar sendiri atau bug grafik Kalo ram 4 mending maen epep grafik udh HD prah wkwkk",5
"Sekarang banyak bug ya bukannya di fix malah nambah event terusss!!! Bugnya sangat merugikan player yg bermain dari banyak Bug audio tiba tiba suara senjata,step,mobil hilang sendiri entah ke mana terus bug mic dari dulu sampe sekarang ga pernah di fix yaampun PUBG please lahhhh",1
"game ga jelas, nguras kuota, tiap akhir season update terus, mana gede""update nya, udh gitu harus unduh ulang data game yang udh di unduh, GAME RUSAKKKKK",1
"Bagus banget,cuman ad dikit bug di event sekarang sering kembali sendiri padahal penyimpanan udh di kosongkan masih aj kembali,tapi tetap oky deh pubg your the best",4
"VSS buff,bisa ganti scope kalau ga damage jarak tambahin,sama tolong servernya pilih yang lancar gapapa lama yang penting nembak musuh ga tembus",4
"Untuk gameplay bagus sih sebenarnya. Cuman masalah nya kita yg baru main ini kesulitan beradaptasi apalagi kalau saat match yg tier tinggi atau pro player di jadiin satu sama yg newbie. Yaa kalau di satu squad tersebut ada pro player nya jadi adalah gendongan sedikit. Lah ini player sama² newbie di suguhi sama pro player. Memang harus ada skil, cuma Yaa namanya juga baru main kan butuh adaptasi tuh semoga aja sih kedepannya ada server khusus untuk tier² yg setara sama yg newbie.",1
"game nya sulit si lumayan, tapi grafiknya enak, terus bisa buat ngisi waktu luang, apalagi PUBG LEBIHmenegangkan daripada game tembak tembakan yang lain, untuk sekelas Esport's si🙏🙏🙏🇲🇨🥰",5
Saya memakai device POCO F5 12/256 dengan chipset SnapDragon 7+ Gen 2 untuk Pengoptimalan FPS kurang baik di game ini. Terutama di MAP Livik seperti drop FPS / kurang stabil saja di Android 14 ke atas. Tolong optimalkan FPS di semua MAP/Peta agar player dapat kenyamanan saat berperang!,3
"Bug yang cukup parah,tampilan karakter yang tidak normal,gagal terhubung kedalam game,saat di di dalam game gambar menyangkut""gambar tidak normal grafik smuterpe extrime gambar cukup parah karakter dan grafik frem game ketika bertemu musuh cukup parah, pat angkat yang saya gunakan redmi not 8 pro (ram 6/128),cukup parah bug,dan respon karakter dan grafik sangan tidak nyaman dalam bermain",2
Update lagi nih pengalaman bermainku. Semenjak update event bloodmoon kenapa jadi sering frame sih. Padahal baru main sekali dua kali match tapi tiba tiba frame parah apa lagi kalo pas ada musuh yang berubah jadi serigala/vampir. Emang gejalas ni developernya. Benerin cepet woi krafton. Kalo kayak gini makin banyak yang gk puas ama performa gameplay PUBG. Kalo update sebelum rilis koreksi lagi lah ada kekurangan apa gk. Sumpah bikin ga puas main aja!!!,1
"Halo Developer, Saya memiliki salah satu kekurangan ketika bermain, yang paling utama adalah Sound ingame/battlematch terdengar sangat pelan (mau itu suara jejak kaki, suara tembakan, dsb) ,Tetapi ketika kembali ke loby soundnya mulai normal (Musik background, Suara UI, Dsb), dan ini yang paling mengganggu kenyamanan player, Ketika mau start macth volume hp otomatis saya naikkan, dan ketika kembali ke loby otomatis juga volume saya kecilkan. Tolong segera ditanggapi keluhannya ya say🌝",2
"Developer yg terhormat, saya main pubg dari season 2. Saya menggunakan device yg kompatibel untuk pubg, bisa di bilang harusnya cukup ringan untuk menjalankan PUBG. Tapi kenapa FPS selalu ngedrop tiba2, drop yg gak wajar jadi mengurangi kesenangan bermain. Support 120fps itupun saya pasang cuman 90fps tapi tetap masih sering terjadi frame drop",1
"Untuk sekarang bener² parah, karna banyak player yang menggunakan config/cheat bermain curang, mereka bisa melewati tencent protect, untuk melakukan itu, sehingga musuh² sangat berat untuk kita lawan, saya sudah mereport pemain tersebut tidak ada sangsi apapun,ini sangat² menganggu saya yang bermain normal, tolong untuk developer meningkatkan keamanannya karna dari dulu saya bermain pubg cuma baru² ini menemukan musuh yang gak normal dan itu sangatlah banyak,mereka main curang itu beli cheat/VIP",3
"Masih banyak permasalahan terhadap Fps, mungkin bisa jd masukan sedikit, (bagaimana jika pemain dapat mengatur batasan Fps sebelum memulai match klasik, yakni seperti pemilihan grafik, dimana player akan di kelompok kan menjadi 2, 40-90fps & 90-120fps, tapi jika di dlm team ada rekan yang 120fps, maka pemain bisa ikut serta dalam pertandingan,,,hanya saran untuk lebih baik lg kedepannya, sukses & maju terus Pubg mobile Indonesia",5
"Tiap update harus download lgi data semua knp gk yg d update nya ajh yg d download klo gni cara nya kan malah memperbesar penyimpanan d tambah lgi kuota cepet abis pke update yg gk ada otak, di kira beli kuota gampang kasian orng² yg pengen kuota 1gb ajh susah nya minta ampun bnting tulang",1
"Untuk update terbarunya sedikit ada bermasalah, saya tidak tau apakah ini bug atau bukan karena turun di event dan bar-bar tidak frame drop, tapi pada saat di rush hanya sedikit player saja malah frame drop parah padahal HP saya masih tidak low divice, saya harap kepada pihak krafton tolong di tinjau lagi dengan cermat, sekian terima kasih.",3
Sangat suka dengan event yang skrng. Tapi masih mengalami bug dari event kemarin sampai skrng masih mengalami bug. Bugnya apa bang messi.? Bug nya tidak bisa geser kamera dan itu harus di relog sampai 2-3x relog baru bisa normal lagi😌. Tolong diperbaiki ya bugnya.,5
"Kami setiap update itu cukup banyak kuota lo, tpi knp sampe sekrang malah tambah parah nih hilangnya koneksi gak jelas begini.. Paket kuota ful jaringan bagus tapi knp koneksi hilang. Dan ketika keluar tdak ada lagi pilihan masuk pertempuran lagi... Knp harus se tolol itu sih",2
"Mohon maaf nih developer, ini kenapa ya setiap saya mau main, belakangan ini selalu keluar dari match/di tendang keluar? ini bukan sekali dua kali, tapi sering bngt.",3
"Udh bgus smuanya minesnya di mode bangun rumah aj material, furniture dan cat di bikin bnyak lgi biar bhn nya gak itu itu aj tolong di perbnyk lgi kaya minicraft lenkap jan nanggung 🙏🙏, Satu lgi buat update terbru ini knp hampir klau dri 1-10 nilai bug nya 9 terlalu bnyk tolong di perbaiki skian wasalam",5
Hallo developer. Untuk setelah update ini telah terjadi banyak bug seperti saat prone gak bisa digeser dan bagian atas luar kastil tidak bisa ditempati dan kalo sudah turun disitu maka gak bisa keluar dan hanya bisa prone.. Jadi tolong segera diperbaiki karena sangat menggangu kenyamanan bermain,4
saya bermain pubg selalu mendapatkan dan mengalami hal yang tidak kompetitif saat berada di.dalam pertempuran. bagaimana tindakan level infinite dengan hal seperti ini? jangan hanya memberikan respon bagi para player. namun berikan solusi terbaik untuk masalah seperti ini. karna kami para player lah yang membuat game anda ( level imfinite) menjadi berkembang dan menghasilkan uang untuk anda (level infinite),1
"Udah habis banyak UC tp gak dikasih skin senjata yg bisa di upgrade, skin mobil dll..agak sedikit merasa kecewa dgn red zone, klo bisa dihilangin, trus knpa setiap ganti sesion selalu Update melebihi 1 GB yg membuat semakin berat di HP ?",3
"Kenapa selalu lag parah saat zona zona terakhir, ketika musuh sisa sekitar 10 orang? Padahal awal turun masih relatif aman, ini sangat sangat mengganggu kenyamanan bermain, tolong segera di fix. Thanks",1
"Terlalu banyak event yang nyeleneh,saya main dari 2018 kok makin kesini malah makin gak real game nya,padahal pada season awal2 dulu game nya sasik banget, Menurut saya alasan makin banyak yang berhenti main mungkin gara2 terlalu banyak nya event yang gak masuk akal itu. Tapi diluar itu semua saya suka game ini terutama yang mode klasik,sukses terus PUBG",5
jaringan ngg stabil Kalau udh masuk ke pertemuan tiba2 Eror loading trus sampai mati 😅😅 Lucu ya padahal jaringan sama spesifikasi hp udh bagus lebih parah lagi udah bayar po royal pass eh malah ngg bisa buka royal pas padahal udah bayar maling maling,1
Sekian lama main pubg season2 yg lalu pas balik main lagi sekarang malah bnyak bot di tambah lagi tidak ada partian. Lbh enakan main Mobile Legends seru partian lagi,1
"Semenjak update 3.4 setiap ada pesawat, smoke, dan zona mulai mengecil selalu frame drop, dan termasuk frame drop parah bisa sampai 5 fps, tidak playable, tolong diperbaiki segera karena sangat berpengaruh terhadap kelancaran permainan🙏",1
Bug semakin banyak... Apa lagi sekarang yang paling meresahkan itu adalah gk bisa masuk ke de dalam game pertempuran...kebanyak nyangkut dan gak bsa masuk lgi masuk ke pertempuran.. Tolong la di perbaiki demi kenyaman pemain...,1
Izin buat pubg tolong dong kalo apdet map yg tidak ada perubahan d iven jngan donload ulang mulu sudah donload lembed ngabisi data yg gak pakai wi-fi tolong miramar sudah gede data tambah donload trus,3
"Bukannya bagus malah jadi buruk optimasinya, sering banget mengalami frame drop saat sedang head to head ataupun sedang ada dalam jangkauan terdapat musuh, berbanding terbalik dengan season kemaren yang masih lancar untuk dimainkan",1
"Kenapa kalo udah masuk di game , selalu keluar terus ada notif periksa koneksi jaringan server anda, padahal udh update, harap di balas",4
"Tiap update eventnya saya suka, tapi tiap update skin selalu menghilang tanpa alasan yg jelas. Tapi secara grafis saya sangat suka sekali.",3
"Tolong dong krafton perbaiki game nya, masa iya setiap late game ngeframe terus padahal baru login, saya pikir awalnya cuman saya yg ngeframe ternyata banyak juga yg sama kaya saya setiap late game pasti ngeframe, kalo kaya gini terus jadi kaga seru lagi pubg sekarang",1
"Tolong dong di event yg baru sekarng kenapa frame dropnya makin parah, gw user android yg padahal batre sama jaringan ku bagus, device jg mumpuni tp tetap aja frame drop.. Parah ini !!! Gw maen udah 6 tahun tapi ini paling parah semenjak bukan tencent lagi developernya !",3
"Setiap bermain event atau biasa sering ada kendala bug, saat mau loting bug semua bug tolong di perbaiki, waktu itu biasa aja tidak ada kendala, tetapi saat update bug senjata tidak bisa reload, backpack tidak ada senjata, saat mau loot suka bug berulang ulang,",5
"Tolong diperbaiki peti premium sama peti classic dan peti suplainya setiap gacha 10 creat, hasilnya hanya sampah,banyak item yang sudah di dapat malah dapat lagi kan sia sia karena susah ngumpulin semua creat nya, tolong perbaiki juga masalah jaringannya saat di loby ping nya 20,dan di in game malah naik jadi 200 ms Tolong ya, sukses terus pubg",5
"Parah ini game sekarang makin lama makin jelek kadang"" Keluar sendiri pas ada mush banyak eh malah kluar sendiri dari game kadang"" Malah gak bisa masuk pertempuran padahal sinyal bagus min tolong dong di perbaiki biar lebih nyaman main gamenya makin lama makin jelek sinyal bagus eh malah ngeleg pantesan pemain sekarang pada berhenti main ternyata makin lama server makin jelek",1
